Order_ID,Order Date-Time,Order_Priority,Cost
57159,2/12/2010-16:35:53,CRITICAL,Rs 65
57507,6/26/2009-16:32:4,CRITICAL,Rs 42
57922,2/8/2011-18:23:29,CRITICAL,Rs 86
58117,2/20/2011-22:24:19,CRITICAL,Rs 19
58278,9/10/2012-21:7:44,HIGH,Rs 5
58502,2/12/2010-23:2:31,CRITICAL,Rs 17
58788,2/1/2010-7:36:21,LOW,Rs 42
58947,9/26/2011-22:28:22,NOT SPECIFIED,Rs 85
59074,8/12/2010-21:31:31,LOW,Rs 17
59233,8/20/2010-6:5:14,HIGH,Rs 93
59425,5/17/2012-16:10:16,MEDIUM,Rs 93
59750,7/9/2010-8:49:30,LOW,Rs 86
35,10/22/2011-3:16:45,NOT SPECIFIED,Rs 5
294,7/15/2010-2:38:41,MEDIUM,Rs 54
450,3/4/2011-11:45:12,NOT SPECIFIED,Rs 42
1028,1/5/2009-18:49:42,HIGH,Rs 79
1314,5/12/2009-17:37:39,MEDIUM,Rs 61
2279,2/22/2010-2:48:38,MEDIUM,Rs 4
2465,6/23/2011-17:43:13,CRITICAL,Rs 86
2530,3/20/2009-16:34:38,MEDIUM,Rs 58
2883,1/22/2011-20:45:34,LOW,Rs 24
3362,7/28/2011-11:28:50,LOW,Rs 49
5318,4/3/2010-22:51:56,HIGH,Rs 711
5988,11/21/2010-5:15:28,NOT SPECIFIED,Rs 39
6115,9/11/2010-11:23:57,MEDIUM,Rs 86
6337,8/31/2011-11:18:14,NOT SPECIFIED,Rs 111
6434,6/7/2009-9:8:15,HIGH,Rs 15
7136,3/22/2009-1:42:8,HIGH,Rs 411
7489,9/30/2010-5:31:50,CRITICAL,Rs 67
7968,9/15/2010-15:28:34,LOW,Rs 19
8227,1/10/2010-2:24:6,NOT SPECIFIED,Rs 93
9123,6/26/2010-8:25:27,CRITICAL,Rs 73
9792,7/23/2011-12:49:31,LOW,Rs 29
9860,10/10/2010-14:19:27,CRITICAL,Rs 15
10310,2/5/2009-2:28:33,LOW,Rs 611
10369,11/9/2011-21:47:26,LOW,Rs 2
10692,7/26/2009-7:24:20,LOW,Rs 33
11553,4/18/2009-6:20:39,MEDIUM,Rs 8
11776,2/24/2012-16:55:11,LOW,Rs 38
11782,7/28/2012-1:52:59,LOW,Rs 42
12199,12/14/2011-4:4:20,LOW,Rs 88
14275,6/13/2010-14:20:44,LOW,Rs 34
14535,10/1/2010-14:24:36,NOT SPECIFIED,Rs 45
15329,4/27/2012-20:7:56,HIGH,Rs 12
15621,9/24/2011-14:32:31,CRITICAL,Rs 28
17826,6/30/2012-7:8:8,HIGH,Rs 811
17926,11/10/2011-6:53:44,CRITICAL,Rs 55
18247,11/5/2009-3:41:16,NOT SPECIFIED,Rs 78
18471,2/19/2009-7:46:24,NOT SPECIFIED,Rs 94
19813,3/2/2010-16:4:37,CRITICAL,Rs 15
20322,6/28/2009-10:45:2,CRITICAL,Rs 75
20422,1/26/2009-20:18:42,HIGH,Rs 11
20448,8/2/2011-1:46:35,CRITICAL,Rs 37
21892,7/4/2010-16:13:41,HIGH,Rs 64
22980,10/1/2012-13:27:44,NOT SPECIFIED,Rs 43
23907,7/14/2011-4:51:10,NOT SPECIFIED,Rs 89
24064,7/25/2010-16:46:27,MEDIUM,Rs 41
24132,7/6/2009-13:9:36,LOW,Rs 45
24576,12/11/2012-17:21:26,NOT SPECIFIED,Rs 67
25248,12/1/2011-21:40:19,MEDIUM,Rs 5
25475,4/4/2009-1:5:57,CRITICAL,Rs 32
26978,6/25/2010-18:37:40,MEDIUM,Rs 62
27105,2/16/2011-18:53:23,NOT SPECIFIED,Rs 17
28068,8/26/2010-9:4:38,LOW,Rs 34
28802,11/4/2010-16:8:36,HIGH,Rs 3
28839,4/28/2009-8:14:38,LOW,Rs 44
29252,8/6/2009-19:29:4,LOW,Rs 68
31941,3/18/2009-20:25:34,MEDIUM,Rs 76
32418,1/5/2009-16:36:56,NOT SPECIFIED,Rs 11
34241,10/8/2012-13:25:49,LOW,Rs 89
34816,11/5/2010-3:7:9,NOT SPECIFIED,Rs 34
35011,12/10/2012-1:13:16,NOT SPECIFIED,Rs 81
36068,2/5/2009-4:13:8,CRITICAL,Rs 55
36930,9/28/2011-23:20:27,MEDIUM,Rs 89
37315,6/5/2012-5:11:27,LOW,Rs 92
37925,9/26/2010-11:4:16,MEDIUM,Rs 11
38021,1/21/2009-15:37:57,MEDIUM,Rs 97
38336,10/5/2012-21:6:43,CRITICAL,Rs 72
38565,3/25/2009-1:32:42,CRITICAL,Rs 38
39783,9/20/2012-18:37:37,NOT SPECIFIED,Rs 14
42500,2/5/2010-10:21:4,NOT SPECIFIED,Rs 84
44162,3/19/2010-19:44:58,HIGH,Rs 55
44256,11/19/2011-2:26:35,LOW,Rs 33
44320,4/29/2009-23:4:9,MEDIUM,Rs 24
45377,4/3/2011-13:9:18,LOW,Rs 27
47367,4/16/2011-3:34:46,MEDIUM,Rs 94
47750,6/15/2010-10:15:28,LOW,Rs 44
48388,8/9/2009-5:41:26,HIGH,Rs 25
49059,9/20/2009-9:2:48,MEDIUM,Rs 811
49510,3/20/2012-9:17:23,CRITICAL,Rs 26
49634,3/23/2012-8:14:38,NOT SPECIFIED,Rs 64
50210,7/19/2010-7:53:44,LOW,Rs 67
50503,11/21/2012-2:20:40,MEDIUM,Rs 71
50816,3/27/2009-19:25:31,HIGH,Rs 24
51073,5/14/2010-5:35:6,NOT SPECIFIED,Rs 57
51584,10/17/2010-23:36:36,CRITICAL,Rs 2
51879,8/24/2010-22:5:3,NOT SPECIFIED,Rs 51
52288,8/10/2011-23:10:33,HIGH,Rs 38
53190,9/24/2009-7:18:11,MEDIUM,Rs 55
53536,10/30/2012-14:32:20,HIGH,Rs 211
53572,5/7/2010-4:50:1,MEDIUM,Rs 63
53825,4/9/2011-7:21:58,LOW,Rs 85
53863,6/3/2010-11:43:13,HIGH,Rs 38
54119,5/22/2010-2:18:45,MEDIUM,Rs 28
56224,10/25/2012-8:49:33,MEDIUM,Rs 6
56293,1/5/2010-23:50:22,NOT SPECIFIED,Rs 31
57959,12/30/2011-3:30:14,MEDIUM,Rs 28
58500,2/14/2011-8:2:58,LOW,Rs 53
59584,5/28/2010-8:55:2,MEDIUM,Rs 411
261,6/28/2010-18:7:16,MEDIUM,Rs 25
928,3/1/2011-23:35:54,LOW,Rs 5
1282,2/27/2012-13:51:31,NOT SPECIFIED,Rs 28
1856,3/19/2012-19:58:23,NOT SPECIFIED,Rs 32
1925,3/4/2012-4:8:57,CRITICAL,Rs 97
2848,3/9/2012-9:1:28,CRITICAL,Rs 81
5504,1/5/2010-10:54:19,HIGH,Rs 58
8390,4/21/2012-8:31:15,MEDIUM,Rs 66
8545,6/17/2009-6:57:43,LOW,Rs 41
9573,6/13/2012-5:33:27,MEDIUM,Rs 83
9892,7/16/2012-10:19:18,MEDIUM,Rs 94
10048,5/15/2009-9:40:42,NOT SPECIFIED,Rs 89
10144,1/2/2011-3:32:7,CRITICAL,Rs 21
10432,1/5/2012-1:13:39,LOW,Rs 6
10661,1/23/2009-14:23:17,NOT SPECIFIED,Rs 39
12806,12/24/2011-18:45:56,NOT SPECIFIED,Rs 61
13158,11/20/2012-2:22:28,CRITICAL,Rs 52
13507,12/29/2012-10:41:19,MEDIUM,Rs 58
14375,1/31/2010-21:41:45,MEDIUM,Rs 24
14627,2/4/2009-13:27:28,MEDIUM,Rs 32
14852,12/24/2011-13:9:48,MEDIUM,Rs 58
16230,2/27/2010-15:14:57,LOW,Rs 78
19074,6/25/2012-1:29:56,CRITICAL,Rs 78
20194,3/13/2012-7:32:38,HIGH,Rs 9
21024,12/28/2010-23:54:27,MEDIUM,Rs 86
21509,7/3/2012-6:33:8,HIGH,Rs 92
21856,4/5/2012-20:23:19,NOT SPECIFIED,Rs 53
22119,7/24/2009-5:16:50,LOW,Rs 28
22534,7/18/2011-15:41:18,MEDIUM,Rs 71
22629,4/15/2010-21:18:59,LOW,Rs 53
23011,6/15/2010-10:37:8,LOW,Rs 49
24070,3/15/2011-23:34:55,HIGH,Rs 49
24737,12/6/2009-1:48:19,HIGH,Rs 711
26373,7/22/2010-11:54:14,MEDIUM,Rs 98
27174,10/8/2011-2:28:39,CRITICAL,Rs 47
27876,9/7/2010-6:57:17,LOW,Rs 41
28582,1/22/2012-15:33:14,NOT SPECIFIED,Rs 311
28868,4/5/2012-12:6:36,HIGH,Rs 24
29857,12/12/2009-16:22:10,MEDIUM,Rs 14
29921,3/23/2012-12:18:52,MEDIUM,Rs 66
30659,9/13/2011-12:56:42,CRITICAL,Rs 38
30660,9/5/2012-13:57:5,CRITICAL,Rs 6
30883,8/21/2010-8:52:19,MEDIUM,Rs 75
32871,10/26/2012-14:18:40,HIGH,Rs 79
33600,10/6/2010-13:13:47,LOW,Rs 13
33632,3/13/2010-13:56:21,CRITICAL,Rs 68
33665,5/25/2011-7:8:15,LOW,Rs 11
34434,5/9/2011-22:53:20,NOT SPECIFIED,Rs 96
34753,1/18/2010-23:9:28,NOT SPECIFIED,Rs 711
35364,12/12/2009-3:47:2,CRITICAL,Rs 85
35812,1/22/2010-4:5:18,CRITICAL,Rs 7
37063,12/9/2012-16:39:49,NOT SPECIFIED,Rs 94
37281,8/28/2009-21:29:33,MEDIUM,Rs 41
37798,11/4/2012-21:6:33,HIGH,Rs 93
38017,7/20/2010-12:38:54,LOW,Rs 22
38272,11/15/2011-12:35:45,CRITICAL,Rs 3
39301,3/22/2009-16:9:23,MEDIUM,Rs 58
39367,8/6/2009-6:56:44,CRITICAL,Rs 19
39655,3/23/2012-1:22:4,HIGH,Rs 46
40803,4/13/2011-8:38:28,LOW,Rs 34
40806,9/6/2011-10:8:51,CRITICAL,Rs 84
43523,5/23/2012-9:41:55,MEDIUM,Rs 811
44199,3/4/2012-15:31:34,LOW,Rs 23
44231,11/3/2009-20:5:21,NOT SPECIFIED,Rs 49
45573,8/12/2009-13:8:4,HIGH,Rs 41
45763,7/7/2010-11:20:57,HIGH,Rs 15
48165,11/5/2010-21:37:58,HIGH,Rs 78
48197,5/5/2012-10:44:30,NOT SPECIFIED,Rs 15
48484,6/23/2010-19:40:50,MEDIUM,Rs 711
49153,7/28/2012-2:32:21,MEDIUM,Rs 64
49412,3/7/2009-18:55:35,CRITICAL,Rs 74
49761,1/24/2011-23:27:11,NOT SPECIFIED,Rs 2
50310,8/15/2009-10:38:16,MEDIUM,Rs 89
51072,10/2/2009-19:18:25,CRITICAL,Rs 6
51648,1/1/2012-5:40:11,LOW,Rs 611
52035,11/27/2009-19:20:50,HIGH,Rs 44
52326,8/4/2010-14:33:6,LOW,Rs 24
52737,11/8/2010-2:12:23,NOT SPECIFIED,Rs 19
53216,12/4/2012-4:18:20,HIGH,Rs 79
54081,3/10/2011-7:48:46,LOW,Rs 17
54560,7/16/2009-18:56:40,CRITICAL,Rs 14
54947,2/22/2009-22:15:30,NOT SPECIFIED,Rs 26
55170,9/21/2012-4:33:27,CRITICAL,Rs 11
55777,11/10/2012-18:19:52,NOT SPECIFIED,Rs 44
56001,4/12/2010-14:31:51,LOW,Rs 37
56640,8/25/2011-8:53:57,HIGH,Rs 63
59393,11/20/2010-14:21:52,MEDIUM,Rs 36
59712,6/15/2010-11:11:14,CRITICAL,Rs 58
59905,4/14/2012-8:5:34,HIGH,Rs 45
322,3/18/2012-2:46:7,CRITICAL,Rs 29
962,5/5/2009-18:17:2,LOW,Rs 18
1221,4/18/2012-15:10:52,NOT SPECIFIED,Rs 41
1445,1/9/2011-22:59:54,MEDIUM,Rs 38
1799,3/6/2009-7:43:53,NOT SPECIFIED,Rs 511
2720,6/7/2010-23:5:10,CRITICAL,Rs 67
3685,1/16/2012-8:22:22,MEDIUM,Rs 87
3687,2/2/2010-6:59:13,CRITICAL,Rs 911
3907,8/18/2012-16:33:34,MEDIUM,Rs 92
4067,10/6/2012-22:40:25,HIGH,Rs 72
4257,3/24/2011-16:39:50,MEDIUM,Rs 42
4261,10/2/2012-13:6:27,CRITICAL,Rs 71
4294,8/14/2012-4:19:52,MEDIUM,Rs 95
4642,2/26/2011-11:3:40,CRITICAL,Rs 98
4864,11/10/2012-16:31:47,LOW,Rs 39
4996,9/13/2012-6:58:40,MEDIUM,Rs 95
5121,5/10/2012-11:11:38,NOT SPECIFIED,Rs 55
5346,12/25/2010-14:43:45,CRITICAL,Rs 311
5473,3/24/2012-7:5:51,NOT SPECIFIED,Rs 29
5698,5/20/2009-22:35:14,MEDIUM,Rs 911
6144,6/21/2009-15:47:2,CRITICAL,Rs 11
6374,8/7/2011-21:1:22,CRITICAL,Rs 19
7169,3/26/2010-15:57:58,MEDIUM,Rs 56
7427,12/15/2012-17:10:31,NOT SPECIFIED,Rs 8
8229,12/7/2009-4:53:59,MEDIUM,Rs 22
8290,12/9/2009-8:51:33,CRITICAL,Rs 84
8515,12/21/2010-22:46:40,CRITICAL,Rs 7
8801,8/10/2012-17:33:2,LOW,Rs 43
8992,11/12/2010-14:3:56,HIGH,Rs 31
9409,5/5/2012-6:29:37,CRITICAL,Rs 42
10306,7/21/2010-15:17:46,LOW,Rs 3
10470,5/4/2012-11:7:27,CRITICAL,Rs 84
10819,8/24/2010-5:38:23,CRITICAL,Rs 96
10916,3/10/2011-7:45:43,MEDIUM,Rs 44
10944,11/12/2011-15:44:43,HIGH,Rs 64
11301,3/22/2012-7:48:59,MEDIUM,Rs 43
11332,11/16/2009-22:23:15,LOW,Rs 711
11392,9/5/2009-6:29:3,LOW,Rs 81
11745,7/19/2012-2:1:25,HIGH,Rs 54
11875,8/20/2012-1:19:59,MEDIUM,Rs 82
11907,8/23/2010-6:54:4,LOW,Rs 24
12129,12/25/2012-16:37:49,MEDIUM,Rs 96
12579,6/16/2011-17:12:42,NOT SPECIFIED,Rs 15
12743,6/23/2010-4:5:31,HIGH,Rs 57
12902,10/29/2010-10:37:5,NOT SPECIFIED,Rs 611
13380,7/15/2009-9:57:37,CRITICAL,Rs 38
13606,4/26/2009-4:46:26,NOT SPECIFIED,Rs 69
13889,9/4/2011-17:44:31,MEDIUM,Rs 96
13984,9/24/2012-4:20:17,CRITICAL,Rs 58
13986,10/11/2011-23:4:22,HIGH,Rs 11
14240,2/17/2012-21:57:10,HIGH,Rs 211
14276,6/18/2009-3:20:36,MEDIUM,Rs 11
14471,5/26/2011-20:18:51,NOT SPECIFIED,Rs 21
14529,9/20/2010-12:51:1,LOW,Rs 511
14948,5/28/2011-8:7:38,MEDIUM,Rs 86
16161,7/28/2012-5:34:20,MEDIUM,Rs 49
16257,5/5/2012-10:56:9,NOT SPECIFIED,Rs 5
16806,6/17/2010-21:35:39,HIGH,Rs 49
17344,7/19/2010-9:56:40,CRITICAL,Rs 911
17382,7/4/2011-7:40:1,NOT SPECIFIED,Rs 24
17507,6/12/2012-1:56:36,MEDIUM,Rs 45
17702,4/13/2012-12:29:13,HIGH,Rs 33
17831,10/25/2012-17:10:24,CRITICAL,Rs 41
18179,8/1/2009-4:21:52,NOT SPECIFIED,Rs 32
19044,4/11/2012-1:17:32,LOW,Rs 35
19462,9/20/2011-22:45:3,MEDIUM,Rs 59
19936,11/13/2012-17:52:15,CRITICAL,Rs 37
19972,6/16/2012-17:4:38,CRITICAL,Rs 9
20038,2/26/2010-20:51:18,LOW,Rs 25
20389,8/11/2009-14:41:32,HIGH,Rs 211
20676,11/22/2012-4:52:35,LOW,Rs 72
20807,7/21/2012-21:56:43,NOT SPECIFIED,Rs 56
20838,4/10/2009-20:11:25,NOT SPECIFIED,Rs 12
20960,11/18/2011-20:38:19,LOW,Rs 77
20961,1/14/2010-16:36:43,NOT SPECIFIED,Rs 35
21350,2/24/2011-16:10:53,MEDIUM,Rs 111
21572,2/13/2009-7:26:21,CRITICAL,Rs 8
21671,6/15/2010-13:39:24,HIGH,Rs 74
22657,10/29/2011-17:17:37,HIGH,Rs 46
23207,10/22/2010-15:5:57,CRITICAL,Rs 48
23940,4/8/2011-2:20:38,MEDIUM,Rs 22
24450,7/9/2012-17:48:30,CRITICAL,Rs 99
24580,6/23/2012-14:22:14,HIGH,Rs 96
24833,7/16/2010-23:13:32,NOT SPECIFIED,Rs 27
24933,7/26/2009-15:43:48,LOW,Rs 79
25031,8/23/2009-17:43:46,HIGH,Rs 17
25633,8/1/2011-1:28:14,LOW,Rs 26
25635,5/29/2012-22:12:39,CRITICAL,Rs 25
25830,5/6/2010-4:29:41,LOW,Rs 66
26342,10/18/2009-6:42:46,LOW,Rs 46
26368,7/15/2010-19:42:19,MEDIUM,Rs 88
26372,7/12/2009-4:11:41,LOW,Rs 93
26756,5/10/2012-3:20:31,MEDIUM,Rs 57
26851,7/24/2011-18:3:34,HIGH,Rs 24
26981,8/30/2012-20:50:24,MEDIUM,Rs 311
27298,11/19/2011-15:49:40,LOW,Rs 76
27330,9/16/2009-13:43:58,LOW,Rs 49
27781,9/15/2011-14:7:21,HIGH,Rs 19
28225,1/22/2009-15:30:33,CRITICAL,Rs 14
28389,11/3/2009-21:50:37,HIGH,Rs 79
28898,5/28/2011-11:49:43,LOW,Rs 7
28901,6/11/2012-9:23:47,HIGH,Rs 27
29185,1/20/2010-11:10:18,HIGH,Rs 35
29408,5/2/2010-18:37:37,NOT SPECIFIED,Rs 99
29985,7/11/2012-4:43:42,CRITICAL,Rs 88
29986,7/3/2011-5:36:25,CRITICAL,Rs 91
30147,6/17/2012-8:29:33,NOT SPECIFIED,Rs 81
30149,12/12/2010-4:38:7,MEDIUM,Rs 47
30310,4/26/2012-15:23:36,MEDIUM,Rs 67
31426,8/5/2009-1:59:48,LOW,Rs 81
31872,9/6/2010-15:29:21,LOW,Rs 54
31874,9/15/2012-11:57:31,HIGH,Rs 84
31938,7/27/2011-3:17:2,MEDIUM,Rs 8
32582,6/25/2009-13:29:33,NOT SPECIFIED,Rs 9
32611,8/27/2009-11:40:28,MEDIUM,Rs 89
32901,1/10/2011-9:8:32,CRITICAL,Rs 96
33284,3/31/2012-9:57:46,LOW,Rs 11
33287,4/22/2011-18:22:38,CRITICAL,Rs 79
33732,8/28/2009-11:46:7,NOT SPECIFIED,Rs 13
34435,8/5/2009-7:41:24,LOW,Rs 59
34852,9/5/2012-12:16:33,LOW,Rs 13
35649,10/9/2011-23:33:59,MEDIUM,Rs 911
36480,8/22/2010-15:6:26,MEDIUM,Rs 13
36803,8/4/2012-22:41:50,NOT SPECIFIED,Rs 39
36805,12/14/2010-22:57:21,MEDIUM,Rs 99
36834,12/24/2009-16:2:6,LOW,Rs 38
37410,10/12/2010-18:12:15,MEDIUM,Rs 15
37729,1/15/2009-13:13:32,NOT SPECIFIED,Rs 96
37988,4/5/2011-15:58:41,NOT SPECIFIED,Rs 21
38690,1/20/2012-4:50:37,LOW,Rs 86
38758,9/24/2011-1:56:51,NOT SPECIFIED,Rs 24
39332,10/9/2011-2:41:49,CRITICAL,Rs 57
39745,5/4/2011-17:45:11,NOT SPECIFIED,Rs 49
40134,10/9/2011-16:20:57,LOW,Rs 7
40164,4/10/2010-6:8:14,NOT SPECIFIED,Rs 18
40608,8/19/2012-14:18:41,NOT SPECIFIED,Rs 11
40801,7/1/2012-20:52:39,NOT SPECIFIED,Rs 52
40965,11/20/2009-10:17:20,MEDIUM,Rs 12
41286,9/16/2012-13:25:54,MEDIUM,Rs 911
41412,9/17/2009-23:51:22,NOT SPECIFIED,Rs 8
41569,7/21/2010-23:3:53,CRITICAL,Rs 58
41633,11/9/2010-16:16:46,LOW,Rs 47
41895,1/10/2011-20:21:29,CRITICAL,Rs 64
42112,12/24/2010-11:23:44,NOT SPECIFIED,Rs 21
42177,5/30/2012-11:39:12,NOT SPECIFIED,Rs 42
42339,2/12/2009-20:40:47,CRITICAL,Rs 49
42342,9/4/2009-9:38:25,NOT SPECIFIED,Rs 89
42947,8/26/2010-9:28:43,LOW,Rs 5
43079,7/21/2009-18:7:25,MEDIUM,Rs 45
43111,9/12/2011-2:9:1,HIGH,Rs 82
43140,3/18/2009-21:43:12,CRITICAL,Rs 29
44098,1/27/2010-14:43:8,LOW,Rs 92
44451,9/11/2011-20:42:41,CRITICAL,Rs 4
45059,2/3/2011-15:52:40,NOT SPECIFIED,Rs 99
45155,2/15/2011-16:40:39,LOW,Rs 47
45317,3/1/2012-20:52:52,LOW,Rs 61
45731,8/10/2009-1:50:5,CRITICAL,Rs 42
46849,12/13/2010-7:54:39,NOT SPECIFIED,Rs 8
47108,10/15/2009-6:39:15,NOT SPECIFIED,Rs 38
47520,10/7/2009-22:42:50,NOT SPECIFIED,Rs 81
47527,9/17/2010-3:38:34,MEDIUM,Rs 911
47713,7/3/2009-6:17:49,HIGH,Rs 18
48452,10/9/2010-4:47:9,HIGH,Rs 22
49088,9/23/2009-20:9:35,CRITICAL,Rs 98
49223,10/2/2011-20:28:26,MEDIUM,Rs 96
49987,1/19/2011-1:54:51,HIGH,Rs 57
50208,1/22/2011-4:39:29,MEDIUM,Rs 16
50338,3/23/2009-14:2:5,NOT SPECIFIED,Rs 38
50945,1/7/2011-2:17:35,CRITICAL,Rs 33
51462,6/22/2011-23:42:2,MEDIUM,Rs 211
51494,8/3/2011-1:57:52,CRITICAL,Rs 7
51525,11/7/2011-11:38:27,CRITICAL,Rs 44
52933,8/26/2010-7:48:56,LOW,Rs 19
53025,3/17/2010-8:31:52,CRITICAL,Rs 811
53894,7/7/2009-19:34:46,CRITICAL,Rs 13
53953,3/27/2009-4:35:50,NOT SPECIFIED,Rs 8
54304,2/17/2010-5:3:52,HIGH,Rs 111
55075,2/1/2011-1:9:18,CRITICAL,Rs 16
55268,3/17/2012-9:5:9,HIGH,Rs 36
55367,1/10/2009-3:37:43,CRITICAL,Rs 5
56321,4/16/2010-3:14:46,CRITICAL,Rs 54
56610,3/7/2010-8:30:29,MEDIUM,Rs 34
56740,10/16/2012-7:13:50,CRITICAL,Rs 38
56901,9/11/2009-16:56:47,CRITICAL,Rs 58
57314,10/12/2010-8:54:22,LOW,Rs 83
57376,6/19/2011-7:29:55,CRITICAL,Rs 25
57671,11/7/2012-6:26:5,NOT SPECIFIED,Rs 7
57700,11/12/2011-7:35:10,MEDIUM,Rs 38
58407,5/6/2011-12:37:9,HIGH,Rs 79
58593,9/8/2011-20:9:2,CRITICAL,Rs 411
58884,3/21/2011-1:22:58,LOW,Rs 96
58913,5/11/2010-19:38:54,MEDIUM,Rs 92
58978,2/6/2012-18:49:33,LOW,Rs 95
229,12/28/2010-11:17:8,CRITICAL,Rs 37
706,9/8/2011-19:7:56,CRITICAL,Rs 43
1285,5/31/2012-1:31:49,CRITICAL,Rs 83
1313,9/12/2009-12:4:31,CRITICAL,Rs 111
1346,6/17/2012-7:54:9,HIGH,Rs 88
1699,12/29/2010-3:2:22,CRITICAL,Rs 52
2208,4/30/2011-10:29:35,NOT SPECIFIED,Rs 24
2656,5/3/2010-12:45:19,CRITICAL,Rs 8
3361,8/22/2012-17:40:19,NOT SPECIFIED,Rs 45
3393,7/3/2011-17:48:32,HIGH,Rs 12
4487,2/22/2010-8:56:25,MEDIUM,Rs 48
4579,11/30/2011-15:27:50,HIGH,Rs 86
5061,8/13/2010-13:25:22,CRITICAL,Rs 58
5092,10/29/2011-10:25:13,LOW,Rs 18
5511,11/28/2009-17:11:51,CRITICAL,Rs 111
5799,8/2/2011-7:9:22,CRITICAL,Rs 16
5890,11/3/2012-4:23:29,HIGH,Rs 79
6596,7/21/2011-17:46:23,LOW,Rs 21
7015,10/12/2010-11:24:2,NOT SPECIFIED,Rs 8
7106,5/10/2012-22:57:23,LOW,Rs 1
8007,2/11/2012-6:3:23,LOW,Rs 11
8257,3/22/2009-10:2:58,LOW,Rs 77
8773,10/22/2011-15:42:8,CRITICAL,Rs 27
9057,11/4/2009-13:47:38,CRITICAL,Rs 22
9285,1/2/2009-3:1:56,CRITICAL,Rs 13
9861,10/28/2012-11:31:1,LOW,Rs 66
9922,4/3/2011-2:28:20,NOT SPECIFIED,Rs 85
9923,10/5/2009-8:26:9,HIGH,Rs 62
9925,1/30/2012-19:41:30,CRITICAL,Rs 13
10593,2/12/2012-15:30:3,HIGH,Rs 52
11969,1/19/2012-20:28:7,NOT SPECIFIED,Rs 63
12228,6/25/2009-13:52:58,NOT SPECIFIED,Rs 46
12355,5/28/2011-5:51:9,NOT SPECIFIED,Rs 13
12389,8/4/2009-17:9:53,MEDIUM,Rs 31
12710,8/17/2010-8:34:42,CRITICAL,Rs 53
13636,1/22/2009-18:47:48,LOW,Rs 38
14021,3/7/2011-17:13:14,HIGH,Rs 511
14338,1/31/2010-5:42:44,LOW,Rs 34
14406,3/8/2010-6:52:56,MEDIUM,Rs 65
15878,11/4/2010-12:9:41,HIGH,Rs 19
16133,9/25/2009-9:24:22,CRITICAL,Rs 38
16612,2/13/2009-20:23:11,HIGH,Rs 26
16967,8/19/2011-7:9:54,LOW,Rs 32
18432,3/12/2011-5:31:23,HIGH,Rs 82
18464,3/28/2012-1:52:54,HIGH,Rs 95
18754,9/25/2009-13:6:59,NOT SPECIFIED,Rs 66
19905,8/12/2012-6:15:28,CRITICAL,Rs 41
20256,1/31/2012-12:13:23,LOW,Rs 19
20386,2/27/2010-16:54:55,CRITICAL,Rs 95
20455,6/28/2010-3:16:57,CRITICAL,Rs 4
20642,5/19/2012-10:57:38,HIGH,Rs 47
21379,1/14/2011-5:9:5,HIGH,Rs 47
21766,6/1/2009-16:5:1,HIGH,Rs 78
22053,8/21/2010-8:14:10,CRITICAL,Rs 72
22368,2/19/2010-1:32:7,MEDIUM,Rs 26
22885,11/23/2009-19:54:34,MEDIUM,Rs 47
22947,12/18/2009-18:30:32,LOW,Rs 7
23844,7/6/2009-4:54:15,NOT SPECIFIED,Rs 93
24039,7/17/2012-12:31:5,NOT SPECIFIED,Rs 45
25347,6/12/2009-15:17:12,LOW,Rs 11
25825,7/19/2012-11:26:3,NOT SPECIFIED,Rs 511
26304,3/19/2011-19:17:28,MEDIUM,Rs 57
26726,12/27/2012-3:54:59,HIGH,Rs 34
27266,9/8/2011-4:33:42,CRITICAL,Rs 33
27396,12/8/2010-9:44:43,CRITICAL,Rs 32
28480,3/15/2009-22:27:53,MEDIUM,Rs 69
29158,10/20/2011-11:1:23,HIGH,Rs 88
29409,1/13/2011-17:26:26,HIGH,Rs 62
29956,8/14/2009-4:9:39,CRITICAL,Rs 85
30341,1/31/2009-23:12:40,LOW,Rs 85
30467,8/15/2009-13:24:49,CRITICAL,Rs 97
30785,7/3/2009-7:58:22,HIGH,Rs 26
31171,4/8/2009-16:28:59,NOT SPECIFIED,Rs 64
31297,8/18/2012-10:2:18,LOW,Rs 32
31553,1/10/2009-19:14:39,CRITICAL,Rs 66
32706,7/4/2009-1:35:1,CRITICAL,Rs 1
33122,6/19/2010-8:43:59,LOW,Rs 22
33570,12/16/2012-4:14:13,NOT SPECIFIED,Rs 45
33893,9/20/2012-20:56:41,NOT SPECIFIED,Rs 86
34599,3/3/2010-15:14:14,LOW,Rs 32
34721,11/1/2010-19:31:56,NOT SPECIFIED,Rs 88
34787,2/28/2010-15:26:32,LOW,Rs 3
34791,5/7/2011-9:54:46,MEDIUM,Rs 83
34822,7/10/2012-4:40:8,NOT SPECIFIED,Rs 46
34853,9/29/2011-11:37:38,CRITICAL,Rs 61
35522,10/25/2010-20:35:20,LOW,Rs 33
36099,9/17/2010-14:57:18,LOW,Rs 411
36359,11/23/2011-11:19:27,HIGH,Rs 18
36901,9/13/2012-16:14:37,CRITICAL,Rs 66
37412,8/3/2012-12:58:27,HIGH,Rs 33
38625,11/17/2010-10:8:47,NOT SPECIFIED,Rs 58
38656,8/10/2012-14:37:16,LOW,Rs 811
38784,2/3/2011-17:27:1,MEDIUM,Rs 78
38882,12/14/2009-11:16:49,CRITICAL,Rs 5
